"","NOM_ENT","NOM_MUN","CVE_INEGI","year","Election","TOTAL","effective_number_parties","Winning_Party","alternation","num_alternations"
"1","Aguascalientes","Aguascalientes","01001","1986","Municipal",142030,1.9471875055419,"PRI",NA,NA
"2","Aguascalientes","Aguascalientes","01001","1989","Municipal",88659,1.97733727685005,"PRI",0,0
"3","Aguascalientes","Aguascalientes","01001","1992","Municipal",137977,2.00998239021316,"PRI",0,0
"4","Aguascalientes","Aguascalientes","01001","1995","Municipal",178184,2.51735353746867,"PAN",1,1
"5","Aguascalientes","Aguascalientes","01001","1998","Municipal",247257,2.34564927924171,"PAN",0,1
"6","Aguascalientes","Aguascalientes","01001","2001","Municipal",163819,2.69609923726595,"PAN",0,1
"7","Aguascalientes","Aguascalientes","01001","2004","Municipal",235268,2.17566276243574,"PAN",0,1
"8","Aguascalientes","Aguascalientes","01001","2007","Municipal",209282,3.57907982897519,"PRI",1,2
"9","Aguascalientes","Aguascalientes","01001","2010","Municipal",290859,2.24683206204486,"PRI_C",1,3
"10","Aguascalientes","Aguascalientes","01001","2013","Municipal",250151,2.49122562986663,"PAN_C",1,4
"11","Aguascalientes","Aguascalientes","01001","2016","Municipal",293788,3.24895186415638,"PAN",0,4
"12","Aguascalientes","Asientos","01002","1986","Municipal",11596,1.21521009300097,"PRI",NA,NA
"13","Aguascalientes","Asientos","01002","1989","Municipal",8339,1.09850900443036,"PRI",0,0
"14","Aguascalientes","Asientos","01002","1992","Municipal",8053,2.08511560800971,"PRI",0,0
"15","Aguascalientes","Asientos","01002","1995","Municipal",9532,2.19612159618698,"PRI",0,0
"16","Aguascalientes","Asientos","01002","1998","Municipal",12588,2.31748516851912,"PAN",1,1
"17","Aguascalientes","Asientos","01002","2001","Municipal",12146,3.47558082474974,"PRI",1,2
"18","Aguascalientes","Asientos","01002","2004","Municipal",14884,2.75995235109208,"PAN",1,3
"19","Aguascalientes","Asientos","01002","2007","Municipal",15580,2.79997279111456,"PRI",1,4
"20","Aguascalientes","Asientos","01002","2010","Municipal",17659,2.3449234984439,"PRI_C",1,5
"21","Aguascalientes","Asientos","01002","2013","Municipal",20635,3.0689493078878,"PANAL",1,6
"22","Aguascalientes","Asientos","01002","2016","Municipal",21315,2.18614132122508,"PRI_C",1,7
"23","Aguascalientes","Calvillo","01003","1986","Municipal",8059,2.21920951185645,"PRI",NA,NA
"24","Aguascalientes","Calvillo","01003","1989","Municipal",5933,1.8774111798176,"PRI",0,0
"25","Aguascalientes","Calvillo","01003","1992","Municipal",11319,2.16420609949485,"PRI",0,0
"26","Aguascalientes","Calvillo","01003","1995","Municipal",13949,2.14188496359255,"PAN",1,1
"27","Aguascalientes","Calvillo","01003","1998","Municipal",16521,2.50410309818453,"PAN",0,1
"28","Aguascalientes","Calvillo","01003","2001","Municipal",16142,3.05101071870493,"PRI",1,2
"29","Aguascalientes","Calvillo","01003","2004","Municipal",15408,2.6650845416526,"PAN",1,3
"30","Aguascalientes","Calvillo","01003","2007","Municipal",16904,3.43412468865477,"PAN_C",1,4
"31","Aguascalientes","Calvillo","01003","2010","Municipal",21244,3.43027629549187,"PRI_C",1,5
"32","Aguascalientes","Calvillo","01003","2013","Municipal",21874,2.42398518889025,"PAN_C",1,6
"33","Aguascalientes","Calvillo","01003","2016","Municipal",24129,2.53089407399316,"PAN",0,6
"34","Aguascalientes","Cosío","01004","1986","Municipal",3773,1.22067699394486,"PRI",NA,NA
"35","Aguascalientes","Cosío","01004","1989","Municipal",3210,1.90250635793582,"PRI",0,0
"36","Aguascalientes","Cosío","01004","1992","Municipal",3736,1.40182154396963,"PRI",0,0
"37","Aguascalientes","Cosío","01004","1995","Municipal",4524,2.20503790666624,"PAN",1,1
"38","Aguascalientes","Cosío","01004","1998","Municipal",5267,2.24709608825832,"PRI",1,2
"39","Aguascalientes","Cosío","01004","2001","Municipal",5515,2.48990550585686,"PRI",0,2
"40","Aguascalientes","Cosío","01004","2004","Municipal",5704,2.72131228983938,"PAN",1,3
"41","Aguascalientes","Cosío","01004","2007","Municipal",6101,3.33183596016182,"PRI",1,4
"42","Aguascalientes","Cosío","01004","2010","Municipal",6602,2.7492853822563,"PRI_C",1,5
"43","Aguascalientes","Cosío","01004","2013","Municipal",7432,2.84939252573585,"PRI_C",0,5
"44","Aguascalientes","Cosío","01004","2016","Municipal",7879,4.52457550295329,"Independiente.1",1,6
"45","Aguascalientes","Jesús María","01005","1986","Municipal",6584,2.19276010216714,"PRI",NA,NA
"46","Aguascalientes","Jesús María","01005","1989","Municipal",5894,1.78190610492201,"PRI",0,0
"47","Aguascalientes","Jesús María","01005","1992","Municipal",10719,1.8243164280991,"PRI",0,0
"48","Aguascalientes","Jesús María","01005","1995","Municipal",13346,2.20797222527987,"PRI",0,0
"49","Aguascalientes","Jesús María","01005","1998","Municipal",18605,2.06076675467854,"PAN",1,1
"50","Aguascalientes","Jesús María","01005","2001","Municipal",16833,2.44951967220858,"PRI",1,2
"51","Aguascalientes","Jesús María","01005","2004","Municipal",20910,2.49963065787511,"PAN",1,3
"52","Aguascalientes","Jesús María","01005","2007","Municipal",21468,2.76573746376737,"PRI",1,4
"53","Aguascalientes","Jesús María","01005","2010","Municipal",28820,2.36444453213228,"PRI_C",1,5
"54","Aguascalientes","Jesús María","01005","2013","Municipal",30232,2.46683655538638,"PAN_C",1,6
"55","Aguascalientes","Jesús María","01005","2016","Municipal",35933,2.71541698995466,"PAN",0,6
"56","Aguascalientes","Pabellón De Arteaga","01006","1986","Municipal",5064,1.54433794256221,"PRI",NA,NA
"57","Aguascalientes","Pabellón De Arteaga","01006","1989","Municipal",5801,1.81673316817414,"PRI",0,0
"58","Aguascalientes","Pabellón De Arteaga","01006","1992","Municipal",7427,2.18142838809974,"PRI",0,0
"59","Aguascalientes","Pabellón De Arteaga","01006","1995","Municipal",9483,2.3069839381346,"PRI",0,0
"60","Aguascalientes","Pabellón De Arteaga","01006","1998","Municipal",11908,2.38036347315268,"PRI",0,0
"61","Aguascalientes","Pabellón De Arteaga","01006","2001","Municipal",11744,2.94005686376675,"PRI",0,0
"62","Aguascalientes","Pabellón De Arteaga","01006","2004","Municipal",13161,2.89245079945676,"PAN",1,1
"63","Aguascalientes","Pabellón De Arteaga","01006","2007","Municipal",14009,4.21021173403117,"PAN_C",1,2
"64","Aguascalientes","Pabellón De Arteaga","01006","2010","Municipal",15885,3.18320824992895,"PRI_C",1,3
"65","Aguascalientes","Pabellón De Arteaga","01006","2013","Municipal",18135,3.47658311750384,"PANAL",1,4
"66","Aguascalientes","Pabellón De Arteaga","01006","2016","Municipal",18685,2.98162046076511,"PRD",1,5
"67","Aguascalientes","Rincón De Romos","01007","1986","Municipal",4993,1.45058082177657,"PRI",NA,NA
"68","Aguascalientes","Rincón De Romos","01007","1989","Municipal",5450,1.33910968513193,"PRI",0,0
"69","Aguascalientes","Rincón De Romos","01007","1992","Municipal",9838,2.61076656203054,"PRI",0,0
"70","Aguascalientes","Rincón De Romos","01007","1995","Municipal",11538,2.30312318127189,"PAN",1,1
"71","Aguascalientes","Rincón De Romos","01007","1998","Municipal",14110,2.70741472804649,"PRI",1,2
"72","Aguascalientes","Rincón De Romos","01007","2001","Municipal",13817,4.07588463761602,"PVEM",1,3
"73","Aguascalientes","Rincón De Romos","01007","2004","Municipal",13105,2.73187175212348,"PRI_C",1,4
"74","Aguascalientes","Rincón De Romos","01007","2007","Municipal",14523,3.16479485593162,"PVEM",1,5
"75","Aguascalientes","Rincón De Romos","01007","2010","Municipal",17247,3.80677363685905,"PRI_C",1,6
"76","Aguascalientes","Rincón De Romos","01007","2013","Municipal",19430,3.9119597036896,"PT",1,7
"77","Aguascalientes","Rincón De Romos","01007","2016","Municipal",20474,2.82241981163795,"PRI_C",1,8
"78","Aguascalientes","San José De Gracia","01008","1986","Municipal",3023,1.04709668629926,"PRI",NA,NA
"79","Aguascalientes","San José De Gracia","01008","1989","Municipal",2234,1.41628819567811,"PRI",0,0
"80","Aguascalientes","San José De Gracia","01008","1992","Municipal",3136,2.70938578231015,"PRI",0,0
"81","Aguascalientes","San José De Gracia","01008","1995","Municipal",2703,2.49226025341853,"PRI",0,0
"82","Aguascalientes","San José De Gracia","01008","1998","Municipal",3198,3.15323407803168,"PRI",0,0
"83","Aguascalientes","San José De Gracia","01008","2001","Municipal",3163,3.62082690968941,"PT",1,1
"84","Aguascalientes","San José De Gracia","01008","2004","Municipal",3419,2.75516633493595,"PAN",1,2
"85","Aguascalientes","San José De Gracia","01008","2007","Municipal",3825,4.79435711418106,"PAN_C",1,3
"86","Aguascalientes","San José De Gracia","01008","2010","Municipal",4167,2.93606747924889,"PRI_C",1,4
"87","Aguascalientes","San José De Gracia","01008","2013","Municipal",4879,3.0287218075593,"PANAL",1,5
"88","Aguascalientes","San José De Gracia","01008","2016","Municipal",4947,3.29742396067671,"PAN",0,5
"89","Aguascalientes","Tepezalá","01009","1986","Municipal",5855,1.23278277754701,"PRI",NA,NA
"90","Aguascalientes","Tepezalá","01009","1989","Municipal",3495,1.94879427874099,"PRI",0,0
"91","Aguascalientes","Tepezalá","01009","1992","Municipal",4163,1.6474775266442,"PRI",0,0
"92","Aguascalientes","Tepezalá","01009","1995","Municipal",4947,2.22051069093411,"PRI",0,0
"93","Aguascalientes","Tepezalá","01009","1998","Municipal",6285,2.20176578020135,"PAN",1,1
"94","Aguascalientes","Tepezalá","01009","2001","Municipal",5858,2.92256539938734,"PRI",1,2
"95","Aguascalientes","Tepezalá","01009","2004","Municipal",6803,2.5469625160065,"PAN",1,3
"96","Aguascalientes","Tepezalá","01009","2007","Municipal",7442,3.26627183733213,"PAN_C",1,4
"97","Aguascalientes","Tepezalá","01009","2010","Municipal",8493,3.25990997267794,"PRI_C",1,5
"98","Aguascalientes","Tepezalá","01009","2013","Municipal",9786,3.76667778707164,"PRI_C",0,5
"99","Aguascalientes","Tepezalá","01009","2016","Municipal",10433,3.13547797264129,"PVEM",1,6
"100","Aguascalientes","El Llano","01010","1992","Municipal",3933,1.59436759112258,"PRI",NA,NA
"101","Aguascalientes","El Llano","01010","1995","Municipal",4398,2.05863043438082,"PRI",0,0
"102","Aguascalientes","El Llano","01010","1998","Municipal",5669,2.01728779773252,"PRI",0,0
"103","Aguascalientes","El Llano","01010","2001","Municipal",6198,2.8389667339898,"PRI",0,0
"104","Aguascalientes","El Llano","01010","2004","Municipal",6494,2.30621784386708,"PAN",1,1
"105","Aguascalientes","El Llano","01010","2007","Municipal",7182,3.24007968746689,"PRI",1,2
"106","Aguascalientes","El Llano","01010","2010","Municipal",7966,2.90601434336696,"PRI_C",1,3
"107","Aguascalientes","El Llano","01010","2013","Municipal",8971,2.8862297516566,"PT",1,4
"108","Aguascalientes","El Llano","01010","2016","Municipal",9956,3.22290381725375,"PRI_C",1,5
"109","Aguascalientes","San Francisco De Los Romo","01011","1992","Municipal",4189,1.45661677528241,"PRI",NA,NA
"110","Aguascalientes","San Francisco De Los Romo","01011","1995","Municipal",5831,2.17733069211988,"PRI",0,0
"111","Aguascalientes","San Francisco De Los Romo","01011","1998","Municipal",6751,2.20532607015388,"PAN",1,1
"112","Aguascalientes","San Francisco De Los Romo","01011","2001","Municipal",5943,3.15476529888,"PRI",1,2
"113","Aguascalientes","San Francisco De Los Romo","01011","2004","Municipal",8369,2.82941620917662,"PAN",1,3
"114","Aguascalientes","San Francisco De Los Romo","01011","2007","Municipal",9684,3.28958375104348,"PVEM",1,4
"115","Aguascalientes","San Francisco De Los Romo","01011","2010","Municipal",11355,2.58838247193657,"PRI_C",1,5
"116","Aguascalientes","San Francisco De Los Romo","01011","2013","Municipal",12784,3.13121778924321,"PRI_C",0,5
"117","Aguascalientes","San Francisco De Los Romo","01011","2016","Municipal",14841,3.54574075060409,"PRI",0,5
"118","Baja California","Ensenada","02001","1986","Municipal",59741,2.50339021812871,"PAN",NA,NA
"119","Baja California","Ensenada","02001","1989","Municipal",41763,2.22809843780019,"PAN",0,0
"120","Baja California","Ensenada","02001","1992","Municipal",96938,2.54873244122662,"PAN",0,0
"121","Baja California","Ensenada","02001","1995","Municipal",94643,2.53173545330052,"PRI",1,1
"122","Baja California","Ensenada","02001","1998","Municipal",82249,2.99357803848756,"PRI",0,1
"123","Baja California","Ensenada","02001","2001","Municipal",84751,3.01947773039472,"PAN_C",1,2
"124","Baja California","Ensenada","02001","2004","Municipal",80510,2.81005784011226,"PAN",0,2
"125","Baja California","Ensenada","02001","2007","Municipal",117483,2.32888821554303,"PAN_C",1,3
"126","Baja California","Ensenada","02001","2010","Municipal",115924,2.8042984712678,"PRI_C",1,4
"127","Baja California","Ensenada","02001","2013","Municipal",137643,2.11071307738866,"PRI_C",0,4
"128","Baja California","Ensenada","02001","2016","Municipal",132568,5.29606815689209,"PRI_C",0,4
"129","Baja California","Mexicali","02002","1986","Municipal",161246,2.19859397340316,"PRI",NA,NA
"130","Baja California","Mexicali","02002","1989","Municipal",167460,2.23421743756524,"PRI",0,0
"131","Baja California","Mexicali","02002","1992","Municipal",232453,2.27971049169798,"PRI",0,0
"132","Baja California","Mexicali","02002","1995","Municipal",231354,2.23445351287975,"PAN",1,1
"133","Baja California","Mexicali","02002","1998","Municipal",203253,2.60157422575929,"PAN",0,1
"134","Baja California","Mexicali","02002","2001","Municipal",190616,2.48790681299692,"PAN_C",1,2
"135","Baja California","Mexicali","02002","2004","Municipal",144903,2.41940774805337,"PRI_C",1,3
"136","Baja California","Mexicali","02002","2007","Municipal",261251,2.17410485919545,"PAN_C",1,4
"137","Baja California","Mexicali","02002","2010","Municipal",235331,2.60344692129353,"PRI_C",1,5
"138","Baja California","Mexicali","02002","2013","Municipal",271453,2.2616209611596,"PAN_C",1,6
"139","Baja California","Mexicali","02002","2016","Municipal",239190,4.10557536245974,"PAN",0,6
"140","Baja California","Tecate","02003","1986","Municipal",11372,2.60776806149573,"PRI",NA,NA
"141","Baja California","Tecate","02003","1989","Municipal",13848,2.41846714261554,"PRI",0,0
"142","Baja California","Tecate","02003","1992","Municipal",21341,2.52447405183245,"PAN",1,1
"143","Baja California","Tecate","02003","1995","Municipal",21989,2.0974871995069,"PRI",1,2
"144","Baja California","Tecate","02003","1998","Municipal",20909,3.05260485829164,"PRI",0,2
"145","Baja California","Tecate","02003","2001","Municipal",21387,3.07287805883237,"PRI",0,2
"146","Baja California","Tecate","02003","2004","Municipal",21998,2.38614585317757,"PRI_C",1,3
"147","Baja California","Tecate","02003","2007","Municipal",28761,2.25322832346263,"PAN_C",1,4
"148","Baja California","Tecate","02003","2010","Municipal",29404,2.11454300253042,"PRI_C",1,5
"149","Baja California","Tecate","02003","2013","Municipal",33670,2.13815727743385,"PRI_C",0,5
"150","Baja California","Tecate","02003","2016","Municipal",29700,4.32786377027835,"PRI_C",0,5
"151","Baja California","Tijuana","02004","1986","Municipal",136157,2.35733004568102,"PRI",NA,NA
"152","Baja California","Tijuana","02004","1989","Municipal",148155,2.28874532575306,"PAN",1,1
"153","Baja California","Tijuana","02004","1992","Municipal",286184,2.39684814875927,"PAN",0,1
"154","Baja California","Tijuana","02004","1995","Municipal",293745,2.24531547113807,"PAN",0,1
"155","Baja California","Tijuana","02004","1998","Municipal",255703,2.59126065035205,"PAN",0,1
"156","Baja California","Tijuana","02004","2001","Municipal",232717,2.60806178143833,"PAN_C",1,2
"157","Baja California","Tijuana","02004","2004","Municipal",290812,2.18240647935041,"PRI_C",1,3
"158","Baja California","Tijuana","02004","2007","Municipal",427316,2.13867424031509,"PAN_C",1,4
"159","Baja California","Tijuana","02004","2010","Municipal",377925,2.33745118390189,"PRI_C",1,5
"160","Baja California","Tijuana","02004","2013","Municipal",463904,2.1700115882384,"PRI_C",0,5
"161","Baja California","Tijuana","02004","2016","Municipal",406845,5.3009982642271,"PAN",1,6
"162","Baja California","Playas De Rosarito","02005","1998","Municipal",13494,2.66099670919947,"PAN",NA,NA
"163","Baja California","Playas De Rosarito","02005","2001","Municipal",15123,3.25679999215668,"PAN_C",1,1
"164","Baja California","Playas De Rosarito","02005","2004","Municipal",16486,2.96670147297287,"PAN",0,1
"165","Baja California","Playas De Rosarito","02005","2007","Municipal",27301,2.05577300005174,"PRI_C",1,2
"166","Baja California","Playas De Rosarito","02005","2010","Municipal",24083,2.47770015521853,"PRI_C",0,2
"167","Baja California","Playas De Rosarito","02005","2013","Municipal",33445,2.11184138316119,"PAN_C",1,3
"168","Baja California","Playas De Rosarito","02005","2016","Municipal",29710,4.30310563817762,"PAN",0,3
"169","Baja California Sur","Comondú","03001","1987","Municipal",20136,1.54201742280021,"PRI",NA,NA
"170","Baja California Sur","Comondú","03001","1990","Municipal",16885,1.80049045285107,"PRI",0,0
"171","Baja California Sur","Comondú","03001","1993","Municipal",19968,1.88627810289089,"PAN",1,1
"172","Baja California Sur","Comondú","03001","1996","Municipal",22103,2.34135820281305,"PRI",1,2
"173","Baja California Sur","Comondú","03001","1999","Municipal",27238,3.009762053924,"PRD_C",1,3
"174","Baja California Sur","Comondú","03001","2002","Municipal",24640,3.24512100693981,"PRD_C",0,3
"175","Baja California Sur","Comondú","03001","2005","Municipal",25849,3.17496456997178,"PRD_C",0,3
"176","Baja California Sur","Comondú","03001","2008","Municipal",22132,2.90534480415159,"PRD_C",0,3
"177","Baja California Sur","Comondú","03001","2011","Municipal",30947,2.58849319261056,"PAN_C",1,4
"178","Baja California Sur","Comondú","03001","2015","Municipal",30170,2.85090377250941,"PAN",0,4
"179","Baja California Sur","Comondú","03001","2018","Municipal",32771,4.69589286101643,"MORENA",1,5
"180","Baja California Sur","Mulegé","03002","1987","Municipal",11830,1.17426424823331,"PRI",NA,NA
"181","Baja California Sur","Mulegé","03002","1990","Municipal",8106,2.06354983313467,"PRI",0,0
"182","Baja California Sur","Mulegé","03002","1993","Municipal",12178,1.97237593205747,"PRI",0,0
"183","Baja California Sur","Mulegé","03002","1996","Municipal",14485,2.04302285838739,"PRI",0,0
"184","Baja California Sur","Mulegé","03002","1999","Municipal",17975,1.96854183750305,"PAN",1,1
"185","Baja California Sur","Mulegé","03002","2002","Municipal",15560,2.50688069242639,"PRI",1,2
"186","Baja California Sur","Mulegé","03002","2005","Municipal",17789,2.94435531875177,"PRD_C",1,3
"187","Baja California Sur","Mulegé","03002","2008","Municipal",17652,2.34461228758478,"PRD_C",0,3
"188","Baja California Sur","Mulegé","03002","2011","Municipal",20807,3.13245032762407,"PRD_C",0,3
"189","Baja California Sur","Mulegé","03002","2015","Municipal",22262,3.12557525270403,"PAN",1,4
"190","Baja California Sur","Mulegé","03002","2018","Municipal",24730,3.58195769521482,"NVA_ALIANZA",1,5
"191","Baja California Sur","La Paz","03003","1987","Municipal",37926,1.69068197006188,"PRI",NA,NA
"192","Baja California Sur","La Paz","03003","1990","Municipal",33543,2.19774219571686,"PRI",0,0
"193","Baja California Sur","La Paz","03003","1993","Municipal",49433,2.03571651290676,"PAN",1,1
"194","Baja California Sur","La Paz","03003","1996","Municipal",63232,2.22235259997327,"PRI",1,2
"195","Baja California Sur","La Paz","03003","1999","Municipal",81914,2.1080945426884,"PRD_C",1,3
"196","Baja California Sur","La Paz","03003","2002","Municipal",64326,3.39379716254608,"PRD_C",0,3
"197","Baja California Sur","La Paz","03003","2005","Municipal",82249,2.71814113513504,"PRD_C",0,3
"198","Baja California Sur","La Paz","03003","2008","Municipal",66150,3.75719961040818,"PRD_C",0,3
"199","Baja California Sur","La Paz","03003","2011","Municipal",103101,3.44035689449329,"PRI_C",1,4
"200","Baja California Sur","La Paz","03003","2015","Municipal",103010,3.08902437935842,"PAN",1,5
"201","Baja California Sur","La Paz","03003","2018","Municipal",123194,4.06955392311494,"MORENA",1,6
"202","Baja California Sur","Los Cabos","03008","1987","Municipal",8096,1.07182013378665,"PRI",NA,NA
"203","Baja California Sur","Los Cabos","03008","1990","Municipal",7746,1.29837191188683,"PRI",0,0
"204","Baja California Sur","Los Cabos","03008","1993","Municipal",10966,1.8676749226966,"PRI",0,0
"205","Baja California Sur","Los Cabos","03008","1996","Municipal",20286,3.06020676180906,"PRI",0,0
"206","Baja California Sur","Los Cabos","03008","1999","Municipal",26529,2.22263294946703,"PRD_C",1,1
"207","Baja California Sur","Los Cabos","03008","2002","Municipal",32503,2.90023986245696,"PRD_C",0,1
"208","Baja California Sur","Los Cabos","03008","2005","Municipal",35746,2.40913017175623,"PRD_C",0,1
"209","Baja California Sur","Los Cabos","03008","2008","Municipal",48988,2.22951906750508,"PRD_C",0,1
"210","Baja California Sur","Los Cabos","03008","2011","Municipal",60566,3.82278839460981,"PRD_C",0,1
"211","Baja California Sur","Los Cabos","03008","2015","Municipal",76264,2.86236110608141,"PAN",1,2
"212","Baja California Sur","Los Cabos","03008","2018","Municipal",106575,4.72626586284459,"MORENA",1,3
"213","Baja California Sur","Loreto","03009","1993","Municipal",3463,1.9999918281701,"PAN",NA,NA
"214","Baja California Sur","Loreto","03009","1996","Municipal",4582,2.12366565127514,"PRI",1,1
"215","Baja California Sur","Loreto","03009","1999","Municipal",5271,2.46045435045543,"PRI",0,1
"216","Baja California Sur","Loreto","03009","2002","Municipal",5472,2.93682251081091,"PAN",1,2
"217","Baja California Sur","Loreto","03009","2005","Municipal",5837,3.2092483263287,"PAN",0,2
"218","Baja California Sur","Loreto","03009","2008","Municipal",6798,3.27128326477567,"PRD_C",1,3
"219","Baja California Sur","Loreto","03009","2011","Municipal",8251,3.84266556522512,"PRI_C",1,4
"220","Baja California Sur","Loreto","03009","2015","Municipal",8318,2.05495612245817,"PAN",1,5
"221","Baja California Sur","Loreto","03009","2018","Municipal",8063,3.92594659718867,"PAN_C",1,6
"222","Campeche","Calkiní","04001","1985","Municipal",13153,1.02469067541801,"PRI",NA,NA
"223","Campeche","Calkiní","04001","1988","Municipal",12568,1.24351831700993,"PRI",0,0
"224","Campeche","Calkiní","04001","1991","Municipal",12185,1.34621586864894,"PRI",0,0
"225","Campeche","Calkiní","04001","1994","Municipal",16497,1.7967201003006,"PRI",0,0
"226","Campeche","Calkiní","04001","1997","Municipal",18030,2.3915830301757,"PRI",0,0
"227","Campeche","Calkiní","04001","2000","Municipal",20010,2.41531722605712,"PRI",0,0
"228","Campeche","Calkiní","04001","2003","Municipal",15411,2.17669466562149,"PAN",1,1
"229","Campeche","Calkiní","04001","2006","Municipal",19023,2.62876628692537,"PRI",1,2
"230","Campeche","Calkiní","04001","2009","Municipal",25272,2.31622392741515,"PRI_C",1,3
"231","Campeche","Calkiní","04001","2012","Municipal",29295,2.38060735178291,"PRI_C",0,3
"232","Campeche","Calkiní","04001","2015","Municipal",29961,3.11996326637785,"MORENA",1,4
"233","Campeche","Calkiní","04001","2018","Municipal",32790,3.54109251998104,"PRI_C",1,5
"234","Campeche","Campeche","04002","1985","Municipal",23331,1.10877823150396,"PRI",NA,NA
"235","Campeche","Campeche","04002","1988","Municipal",20746,1.52758022798203,"PRI",0,0
"236","Campeche","Campeche","04002","1991","Municipal",33786,1.79924529461814,"PRI",0,0
"237","Campeche","Campeche","04002","1994","Municipal",79461,2.82228149846921,"PRI",0,0
"238","Campeche","Campeche","04002","1997","Municipal",82703,3.37092553287066,"PRI",0,0
"239","Campeche","Campeche","04002","2000","Municipal",87056,2.92439442795869,"PRI",0,0
"240","Campeche","Campeche","04002","2003","Municipal",92060,2.52711861235312,"PRI",0,0
"241","Campeche","Campeche","04002","2006","Municipal",79435,2.25829850232598,"PRI",0,0
"242","Campeche","Campeche","04002","2009","Municipal",115069,2.2898166340972,"PAN",1,1
"243","Campeche","Campeche","04002","2012","Municipal",119343,2.44671200773447,"PRI_C",1,2
"244","Campeche","Campeche","04002","2015","Municipal",110768,3.48417266340351,"PRI_C",0,2
"245","Campeche","Campeche","04002","2018","Municipal",144190,2.69391360516412,"PAN_C",1,3
"246","Campeche","Carmen","04003","1985","Municipal",40785,1.01848904056224,"PRI",NA,NA
"247","Campeche","Carmen","04003","1988","Municipal",28083,1.3534948438515,"PRI",0,0
"248","Campeche","Carmen","04003","1991","Municipal",18581,1.54574415702516,"PRI",0,0
"249","Campeche","Carmen","04003","1994","Municipal",55927,2.38736183237152,"PRI",0,0
"250","Campeche","Carmen","04003","1997","Municipal",52087,2.34229024397042,"PRI",0,0
"251","Campeche","Carmen","04003","2000","Municipal",58306,2.60027528001372,"PAN",1,1
"252","Campeche","Carmen","04003","2003","Municipal",49921,3.05483078199563,"PAN",0,1
"253","Campeche","Carmen","04003","2006","Municipal",54687,2.12806684159527,"PAN",0,1
"254","Campeche","Carmen","04003","2009","Municipal",71081,2.23966529272746,"PRI_C",1,2
"255","Campeche","Carmen","04003","2012","Municipal",88382,2.66046452221453,"PRI_C",0,2
"256","Campeche","Carmen","04003","2015","Municipal",85445,2.83783034006652,"PAN",1,3
"257","Campeche","Carmen","04003","2018","Municipal",105949,3.65836641152052,"PRI_C",1,4
"258","Campeche","Champotón","04004","1985","Municipal",19582,1.01647949670699,"PRI",NA,NA
"259","Campeche","Champotón","04004","1988","Municipal",14040,1.27161718299867,"PRI",0,0
"260","Campeche","Champotón","04004","1991","Municipal",13977,1.2380738419443,"PRI",0,0
"261","Campeche","Champotón","04004","1994","Municipal",24191,1.91650526006994,"PRI",0,0
"262","Campeche","Champotón","04004","1997","Municipal",23215,2.18521885600082,"PRD",1,1
"263","Campeche","Champotón","04004","2000","Municipal",26082,2.98800360386122,"PRI",1,2
"264","Campeche","Champotón","04004","2003","Municipal",28064,2.68460471233801,"PAN",1,3
"265","Campeche","Champotón","04004","2006","Municipal",27765,3.10484144905325,"PRI",1,4
"266","Campeche","Champotón","04004","2009","Municipal",36140,2.21057999786751,"PRI_C",1,5
"267","Campeche","Champotón","04004","2012","Municipal",39716,2.56212895361208,"PRI_C",0,5
"268","Campeche","Champotón","04004","2015","Municipal",39557,3.30833477471369,"PRI_C",0,5
"269","Campeche","Champotón","04004","2018","Municipal",44398,3.39546582096958,"PRI_C",0,5
"270","Campeche","Hecelchakán","04005","1985","Municipal",4324,1.03160881589866,"PRI",NA,NA
"271","Campeche","Hecelchakán","04005","1988","Municipal",5936,1.30791902813839,"PRI",0,0
"272","Campeche","Hecelchakán","04005","1991","Municipal",5558,1.67371556830682,"PRI",0,0
"273","Campeche","Hecelchakán","04005","1994","Municipal",8796,2.08621766888714,"PRI",0,0
"274","Campeche","Hecelchakán","04005","1997","Municipal",8629,2.83753666074908,"PRI",0,0
"275","Campeche","Hecelchakán","04005","2000","Municipal",10469,2.39250759975516,"PRI",0,0
"276","Campeche","Hecelchakán","04005","2003","Municipal",12137,2.40492423690582,"PAN",1,1
"277","Campeche","Hecelchakán","04005","2006","Municipal",12939,2.30354187134889,"PRI",1,2
"278","Campeche","Hecelchakán","04005","2009","Municipal",14429,2.32494893267314,"PAN",1,3
"279","Campeche","Hecelchakán","04005","2012","Municipal",15721,3.1696136794968,"PRI_C",1,4
"280","Campeche","Hecelchakán","04005","2015","Municipal",16645,3.25805753318749,"PAN",1,5
"281","Campeche","Hecelchakán","04005","2018","Municipal",18191,3.58305790874343,"ES",1,6
"282","Campeche","Hopelchén","04006","1985","Municipal",9833,1.05553728657194,"PRI",NA,NA
"283","Campeche","Hopelchén","04006","1988","Municipal",6865,1.44581258391597,"PRI",0,0
"284","Campeche","Hopelchén","04006","1991","Municipal",8035,1.9745641154415,"PRI",0,0
"285","Campeche","Hopelchén","04006","1994","Municipal",12538,1.95665650308294,"PRI",0,0
"286","Campeche","Hopelchén","04006","1997","Municipal",10196,2.1211755994582,"PRI",0,0
"287","Campeche","Hopelchén","04006","2000","Municipal",11717,2.87095520437561,"PRI",0,0
"288","Campeche","Hopelchén","04006","2003","Municipal",11858,2.30208632461504,"PAN",1,1
"289","Campeche","Hopelchén","04006","2006","Municipal",12585,2.825393411906,"PRI",1,2
