"","CVE_INEGI","state_code","mun_code","year","CORR_COUNT","INFRA_COUNT","state","sujeto","internal_audit","state_gov_audit","otro_state","ASE","ASF","SFP","otro_fed","otro","state_abbrv","reform_ley_anticorr","man_1.1","man_1.2","man_1.3","man_1.4","pol_2.1","pol_2.10","pol_2.2","pol_2.3","pol_2.4","pol_2.5","pol_2.6","pol_2.7","pol_2.8","pol_2.9","str_3.1","str_3.2","str_3.3","fin_4.1","leg_5.1","leg_5.2","int_6.1","int_6.2","int_6.3","int_6.4","int_6.5","int_6.6","int_6.7","reform_year_imco","ASE_binary","internal_audit_binary","ASF_binary","CORR_binary","INFRA_binary","total_muns","total_muns_subj","ID_ENTIDAD","pob_mun","idh","pea","indice_marginacion","impuestos_muni","egresos_muni","lag_impuestos_muni","lag_egresos_muni"
"3051","20082",20,82,2012,0,0,"Oaxaca","not_subject",0,0,0,0,0,0,0,0,"OAX",2017,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,570,103,20,3917.2,0.7008,995,0.7072,6844.16666666667,10270368,2005,10911673
"3052","7090",7,90,2012,0,0,"Chiapas","subject",0,0,0,0,0,0,0,0,"CHIS",2016,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,118,87,7,3918.2,0.6952,1195,0.7511,4766,21953105,20988,18235217
"3053","20339",20,339,2012,0,0,"Oaxaca","not_subject",0,0,0,0,0,0,0,0,"OAX",2017,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,570,103,20,3923,0.7921,1577,-0.3746,104226,13146564,244109,10783309
"3054","21123",21,123,2012,0,0,"Puebla","subject",1,1,0,1,0,0,0,0,"PUE",2016,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,217,207,21,3927.6,0.6199,1198,1.4142,59456,20052810,59456,20052810
"3055","8024",8,24,2012,0,0,"Chihuahua","subject",0,0,0,0,0,0,0,0,"CHIH",2017,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,67,64,8,3937,0.8391,1360,-1.0858,992973,22891202,1259207,19380671
"3056","30179",30,179,2012,0,0,"Veracruz","subject",0,0,0,1,0,0,0,0,"VER",2017,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,212,161,30,3965,0.7078,1380,0.1146,339279,22962021,374889,25098863
"3057","31008",31,8,2012,0,0,"Yucatan","not_subject",0,0,0,0,0,0,0,0,"YUC",2017,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,106,50,31,3979,0.7425,1595,0.3743,57249,18262218,42500,18526229
"3058","8016",8,16,2012,1,0,"Chihuahua","subject",4,2,2,0,0,1,0,0,"CHIH",2017,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,67,64,8,3982,0.8359,1374,-1.0653,729464,19863301,675854,18671196
"3059","20305",20,305,2012,0,0,"Oaxaca","not_subject",0,0,0,0,0,0,0,0,"OAX",2017,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,570,103,20,3989.6,0.8358,1511,-0.9535,21962,6876624,34921,7052697
"3060","20095",20,95,2012,0,0,"Oaxaca","not_subject",0,0,0,0,0,0,0,0,"OAX",2017,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,570,103,20,4007.2,0.6302,1341,2.015,26989,23965257,29901,16037530
"3061","24009",24,9,2012,0,0,"San Luis Potosi","not_subject",0,0,0,0,0,0,0,0,"SLP",2017,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,58,45,24,4021,0.7951,1476,-0.8733,1993903,32459769,1871413,31353227
"3062","8039",8,39,2012,0,0,"Chihuahua","subject",0,1,0,0,2,0,0,0,"CHIH",2017,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,67,64,8,4025,0.821,1565,-0.9158,875484,23566153,763876,21951302
"3063","30017",30,17,2012,0,0,"Veracruz","subject",1,1,0,1,0,0,0,0,"VER",2017,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,212,161,30,4027,0.8007,1318,-0.3521,4694635,21877263,538084,11832205
"3064","21162",21,162,2012,0,0,"Puebla","subject",0,0,0,1,0,0,0,0,"PUE",2016,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,217,207,21,4033.6,0.6365,1313,1.1444,63199,16805096,63199,16805096
"3065","20269",20,269,2012,0,0,"Oaxaca","not_subject",0,0,0,0,0,0,0,0,"OAX",2017,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,570,103,20,4035.4,0.7557,1376,0.0914,116037,13878918,619456,10606413
"3066","15116",15,116,2012,0,0,"Estado de Mexico","subject",2,2,0,3,0,1,0,0,"EDOMEX",2017,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,125,73,15,4051,0.7659,1350,-0.3651,1042170,52658976,962200,66578400
"3067","31022",31,22,2012,0,0,"Yucatan","not_subject",0,0,0,0,0,0,0,0,"YUC",2017,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,106,50,31,4062,0.6702,1518,1.181,1120,32921434,500,18094831
"3068","20452",20,452,2012,0,0,"Oaxaca","not_subject",0,0,0,0,0,0,0,0,"OAX",2017,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,570,103,20,4064.4,0.7056,1617,1.3384,238239,13432399,280890,12965769
"3069","20116",20,116,2012,0,0,"Oaxaca","not_subject",0,0,0,0,0,0,0,0,"OAX",2017,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,570,103,20,4088,0.6234,963,1.7654,360,16316030,1440,14840589
"3070","20087",20,87,2012,0,0,"Oaxaca","not_subject",0,0,0,0,0,0,0,0,"OAX",2017,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,570,103,20,4088.2,0.7924,1780,0.1915,184146,10664515,133241,7647850
"3071","20497",20,497,2012,0,0,"Oaxaca","subject",0,1,0,0,0,0,0,0,"OAX",2017,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,570,103,20,4102.4,0.5863,1040,1.7663,4653,13746083,5421,10420779
"3072","19051",19,51,2012,0,0,"Nuevo Leon","subject",0,0,0,2,0,0,0,0,"NL",2017,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,51,46,19,4113,0.7986,1448,-0.9755,534672,35899372,495497,37402686
"3073","20029",20,29,2012,0,0,"Oaxaca","not_subject",0,0,0,0,0,0,0,0,"OAX",2017,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,570,103,20,4114.6,0.606,1230,2.5872,141400.333333333,18201655.4,161061,16891199
"3074","14012",14,12,2012,0,0,"Jalisco","subject",0,1,0,0,0,0,0,0,"JAL",2017,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,125,85,14,4115,0.7744,1539,-0.7525,1358054,36193537,1327676,29637448
"3075","10002",10,2,2012,0,0,"Durango","subject",0,0,0,0,2,0,0,0,"DGO",2017,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,39,30,10,4122,0.6538,1393,1.6124,595636,16801555,136425,22393978
"3076","20484",20,484,2012,0,0,"Oaxaca","not_subject",0,0,0,0,0,0,0,0,"OAX",2017,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,570,103,20,4122.6,0.7093,898,0.8173,57068,11244499,74815,9093976
"3077","14106",14,106,2012,0,0,"Jalisco","subject",0,0,0,1,0,0,0,0,"JAL",2017,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,125,85,14,4125.2,0.7168,1308,-0.1945,997081,30777932,825762,24155260
"3078","20491",20,491,2012,0,0,"Oaxaca","not_subject",0,0,0,0,0,0,0,0,"OAX",2017,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,570,103,20,4140,0.7108,973,0.7376,440,13696492,440,11081728
"3079","29046",29,46,2012,0,0,"Tlaxcala","subject",0,0,0,1,0,0,0,0,"TLX",2017,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,60,58,29,4146,0.7236,1662,-0.0228,36559,16928711,42488,16187594
"3080","15069",15,69,2012,0,3,"Estado de Mexico","subject",1,0,0,0,0,0,0,0,"EDOMEX",2017,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,125,73,15,4147,0.8505,1739,-1.1302,986860,36159660,789100,46132500
"3081","14117",14,117,2012,0,0,"Jalisco","subject",0,0,1,0,0,0,0,0,"JAL",2017,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,125,85,14,4152,0.7689,1573,-0.5192,1313599,30112063,1286778,28699086
"3082","20330",20,330,2012,0,0,"Oaxaca","not_subject",0,0,0,0,0,0,0,0,"OAX",2017,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,570,103,20,4159.8,0.7151,1197,1.089,9792,14842787,6716,13789582
"3083","20291",20,291,2012,0,0,"Oaxaca","not_subject",0,0,0,0,0,0,0,0,"OAX",2017,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,570,103,20,4167,0.7422,1144,0.9278,4831,11823833,6449,8602566
"3084","20302",20,302,2012,0,0,"Oaxaca","not_subject",0,0,0,0,0,0,0,0,"OAX",2017,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,570,103,20,4169.2,0.6258,1078,1.1226,4040,15262439,4040,13642627
"3085","31020",31,20,2012,0,0,"Yucatan","subject",0,0,0,0,1,0,0,0,"YUC",2017,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,106,50,31,4169.8,0.8109,1677,-0.3312,493034,15178284,629899,16432168
"3086","21027",21,27,2012,0,0,"Puebla","subject",0,0,0,1,0,0,0,0,"PUE",2016,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,217,207,21,4177,0.728,1358,0.6447,61457.3333333333,26281883.6666667,55658.6666666667,26038309.8333333
"3087","20108",20,108,2012,0,0,"Oaxaca","subject",0,4,0,0,0,0,0,0,"OAX",2017,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,570,103,20,4219.4,0.7054,846,1.0757,1200,21861978,1430,12890817
"3088","21206",21,206,2012,0,0,"Puebla","subject",0,0,0,1,0,0,0,0,"PUE",2016,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,217,207,21,4224,0.7151,1489,0.8056,108173,14720056,108173,14720056
"3089","20111",20,111,2012,0,0,"Oaxaca","not_subject",0,0,0,0,0,0,0,0,"OAX",2017,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,570,103,20,4232,0.6774,1150,1.2838,1260,13185465,1020,14598178
"3090","10010",10,10,2012,0,0,"Durango","subject",0,0,0,0,0,0,0,0,"DGO",2017,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,39,30,10,4265,0.7931,1263,-0.5458,305045,13511287,360745,15038764
"3091","29011",29,11,2012,0,0,"Tlaxcala","subject",0,0,0,2,0,0,0,0,"TLX",2017,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,60,58,29,4285,0.7862,1470,-0.6192,95645,16036301,104342,14932937
"3092","20037",20,37,2012,0,0,"Oaxaca","not_subject",0,0,0,0,0,0,0,0,"OAX",2017,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,570,103,20,4288,0.6718,1010,1.597,1809,26253509,1289,17459274
"3093","32018",32,18,2012,0,0,"Zacatecas","subject",0,0,0,0,0,0,0,0,"ZAC",2017,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,58,58,32,4306,0.785,1458,-0.4826,1087617,30354198,974366,27581069
"3094","20102",20,102,2012,0,0,"Oaxaca","subject",0,0,1,0,0,0,0,0,"OAX",2017,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,570,103,20,4312.6,0.7985,1778,-0.2403,24196,12966706,57062,7052144
"3095","7058",7,58,2012,0,0,"Chiapas","not_subject",0,0,0,0,0,0,0,0,"CHIS",2016,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,118,87,7,4317,NA,1247,1.0277,4630,20838467,5151,21581251
"3096","14038",14,38,2012,0,0,"Jalisco","subject",0,0,0,1,0,0,0,0,"JAL",2017,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,125,85,14,4323,0.7338,1488,-0.0389,1286410,38107552,1139878,28251864
"3097","20398",20,398,2012,0,0,"Oaxaca","not_subject",0,0,0,0,0,0,0,0,"OAX",2017,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,570,103,20,4324,0.7269,1658,0.6012,220008,11741884,270275,13848953
"3098","20098",20,98,2012,0,0,"Oaxaca","not_subject",0,0,0,0,0,0,0,0,"OAX",2017,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,570,103,20,4329.8,0.6794,1126,1.3993,7840,14912841,12071,14555464
"3099","20051",20,51,2012,0,0,"Oaxaca","not_subject",0,0,0,0,0,0,0,0,"OAX",2017,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,570,103,20,4331.2,0.6554,2034,1.9481,14537,22990345,22459,10518657
"3100","29057",29,57,2012,0,0,"Tlaxcala","subject",0,0,0,2,0,0,0,0,"TLX",2017,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,60,58,29,4349,0.7682,1914,-0.7162,25643,16366368,19424,14421831
"3101","20462",20,462,2012,0,0,"Oaxaca","not_subject",0,0,0,0,0,0,0,0,"OAX",2017,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,570,103,20,4350,0.7671,1856,-0.25,251400,12325794,233186,9674337
"3102","20459",20,459,2012,0,1,"Oaxaca","subject",1,0,0,0,0,0,0,0,"OAX",2017,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,570,103,20,4370.6,0.7997,1533,-0.1145,69650,19338970,61384,7815543
"3103","32004",32,4,2012,0,0,"Zacatecas","subject",0,1,0,0,0,0,0,0,"ZAC",2017,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,58,58,32,4372,0.7696,1550,-0.5223,1011593,20373798,1054750,24137962
"3104","20434",20,434,2012,0,0,"Oaxaca","not_subject",0,0,0,0,0,0,0,0,"OAX",2017,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,570,103,20,4390.2,0.6615,1043,1.2495,38000,23531444,144149,16192441
"3105","31017",31,17,2012,0,0,"Yucatan","subject",0,1,0,0,0,0,1,0,"YUC",2017,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,106,50,31,4400.4,0.6923,1619,0.9897,2600,22861900,482332,15732957
"3106","20367",20,367,2012,0,0,"Oaxaca","not_subject",0,0,0,0,0,0,0,0,"OAX",2017,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,570,103,20,4417,0.6578,1524,1.4514,1447,13851505,1447,11305149
"3107","30113",30,113,2012,0,0,"Veracruz","unknown",0,0,0,0,0,0,0,0,"VER",2017,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,212,161,30,4421,0.7388,1494,0.5668,358321,14561060,490507,14121560
"3108","28008",28,8,2012,0,0,"Tamaulipas","subject",0,0,0,0,0,0,0,0,"TAM",2017,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,43,15,28,4423,0.7315,1375,0.3348,847591,35065865,544988,25256056
"3109","30106",30,106,2012,0,0,"Veracruz","subject",0,0,0,0,0,1,0,0,"VER",2017,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,212,161,30,4429,0.7307,1365,0.3285,459745,20417320,464739,13933774
"3110","14104",14,104,2012,0,0,"Jalisco","subject",0,0,1,0,1,0,0,0,"JAL",2017,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,125,85,14,4435,0.7838,1292,-0.4473,1249758,44816113,1278158,39717919
"3111","24004",24,4,2012,0,0,"San Luis Potosi","subject",6,2,3,0,0,0,0,2,"SLP",2017,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,58,45,24,4436,0.7389,1410,0.2184,692643,20556457,698658,21572180
"3112","29060",29,60,2012,0,0,"Tlaxcala","subject",0,0,0,2,0,0,0,0,"TLX",2017,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,60,58,29,4436,0.7938,1698,-0.5984,114712.5,16026227,163690,13306678
"3113","20421",20,421,2012,0,0,"Oaxaca","not_subject",0,0,0,0,0,0,0,0,"OAX",2017,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,570,103,20,4442,0.8017,1543,0,134746,23707789,87623,14697909
"3114","20202",20,202,2012,0,0,"Oaxaca","not_subject",0,0,0,0,0,0,0,0,"OAX",2017,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,570,103,20,4455,0.6877,1269,1.0436,14100,15953077,2643,12090332
"3115","21088",21,88,2012,0,0,"Puebla","subject",2,0,0,1,0,0,0,0,"PUE",2016,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,217,207,21,4472.8,0.6883,1481,0.8432,112552,19320540,112552,19320540
"3116","28014",28,14,2012,0,0,"Tamaulipas","not_subject",0,0,0,0,0,0,0,0,"TAM",2017,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,43,15,28,4477,0.8159,1680,-1.2058,1275738,30964719,1181314,28608051
"3117","8044",8,44,2012,0,0,"Chihuahua","subject",3,1,0,0,0,0,0,0,"CHIH",2017,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,67,64,8,4499,0.8227,1553,-0.9359,639897,21903200,732311,21882676
"3118","20384",20,384,2012,0,0,"Oaxaca","not_subject",0,0,0,0,0,0,0,0,"OAX",2017,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,570,103,20,4504,0.6888,1508,1.081,7596.66666666667,13156166,2625,8884539
"3119","31023",31,23,2012,0,0,"Yucatan","subject",0,0,1,0,0,0,0,0,"YUC",2017,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,106,50,31,4505.2,0.7699,1886,-0.1309,219214,15296446,192239,14285086
"3120","31073",31,73,2012,0,0,"Yucatan","not_subject",0,0,0,0,0,0,0,0,"YUC",2017,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,106,50,31,4520.6,0.5855,1483,1.6604,1412,23939881,1168,17824544
"3121","10003",10,3,2012,0,0,"Durango","unknown",0,0,0,0,0,0,0,0,"DGO",2017,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,39,30,10,4530,0.7571,1068,-0.0664,29738,15246303,26918,16906598
"3122","28023",28,23,2012,0,0,"Tamaulipas","not_subject",0,0,0,0,0,0,0,0,"TAM",2017,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,43,15,28,4530,0.7698,1723,-0.0619,912355,27314298,520139,22088651
"3123","31062",31,62,2012,0,0,"Yucatan","subject",0,0,0,0,1,0,0,0,"YUC",2017,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,106,50,31,4553.8,0.7846,1907,0.1477,37897,24428993,199536,15102191
"3124","32033",32,33,2012,0,0,"Zacatecas","subject",1,1,0,0,0,0,0,0,"ZAC",2017,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,58,58,32,4563,0.7789,1583,-0.5286,1360132,28171111,1155350,28148143
"3125","20516",20,516,2012,0,0,"Oaxaca","not_subject",0,0,0,0,0,0,0,0,"OAX",2017,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,570,103,20,4571,0.6712,1090,0.9857,15433,17279246,22826,15701638
"3126","31009",31,9,2012,0,0,"Yucatan","subject",0,0,0,0,0,0,0,0,"YUC",2017,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,106,50,31,4581.2,0.793,1810,0.0325,91882,16871361,108111,18392094
"3127","32021",32,21,2012,0,0,"Zacatecas","subject",0,0,1,0,1,0,0,0,"ZAC",2017,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,58,58,32,4584,0.6825,1297,0.5722,624763,29274776,590283,26052086
"3128","21113",21,113,2012,0,0,"Puebla","subject",2,0,0,1,0,0,0,2,"PUE",2016,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,217,207,21,4585,0.7272,1584,0.3299,132749,15011739,132749,15011739
"3129","28005",28,5,2012,0,0,"Tamaulipas","not_subject",0,0,0,0,0,0,0,0,"TAM",2017,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,43,15,28,4589,0.7678,1586,-0.1676,409380,26695401.3333333,300445,25327705
"3130","21062",21,62,2012,0,0,"Puebla","subject",0,0,0,1,0,0,0,0,"PUE",2016,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,217,207,21,4594,0.7542,1590,0.0372,150492,12782571,150492,12782571
"3131","7118",7,118,2012,0,0,"Chiapas","subject",0,0,0,1,0,0,0,0,"CHIS",2016,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,118,87,7,4598.6,0.6187,1160,1.3723,243,30313504,26376.8,17364688
"3132","20015",20,15,2012,0,0,"Oaxaca","not_subject",0,0,0,0,0,0,0,0,"OAX",2017,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,570,103,20,4630,0.6403,1189,2.4462,17923,19280837,12428,14687328
"3133","30176",30,176,2012,0,0,"Veracruz","not_subject",0,0,0,0,0,0,0,0,"VER",2017,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,212,161,30,4632,0.754,1604,0.1976,635341,21323721,317991,14770842
"3134","21215",21,215,2012,0,0,"Puebla","subject",0,0,0,1,0,1,0,0,"PUE",2016,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,217,207,21,4640.2,0.6876,1462,0.5803,47265,11882163,47265,11882163
"3135","31094",31,94,2012,0,0,"Yucatan","not_subject",0,0,0,0,0,0,0,0,"YUC",2017,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,106,50,31,4658,0.6739,2053,0.9266,30640,26343928,14609,20306307
"3136","26038",26,38,2012,0,0,"Sonora","subject",0,0,0,2,0,0,0,0,"SON",2017,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,72,69,26,4680,0.8801,1770,-1.418,497952,14873507,585084,14597878
