"","ID_ENTIDAD","year","m_total_egresos","m_poblacion","m_legislativo","m_pres_poder_leg","m_ase_budget","m_por_efs","ase_budget_perc","ase_growth"
"1",1,2009,23.3524139492498,13.9648611644215,173251719.000002,167996957.4368,21838164.600661,0.191087503362353,0.126048761459393,NA
"2",1,2010,23.3215535888968,13.9852499570182,185217999.999997,178592460.635643,16484316.2643243,0.165703928165043,0.0889995371093768,-0.245160178716424
"3",1,2011,23.5234590257728,14.0065486815371,179410000.000006,188435889.474387,27256350.3157886,0.219847932673698,0.151922135420477,0.653471692652333
"4",1,2012,23.6234476518314,14.0274032146588,191980000.000007,192818148.559604,22394700.9723272,0.120577382475248,0.116651218732818,-0.178367583595565
"5",1,2013,23.7085240584272,14.047831706006,218932999.999994,221755537.985014,39253494.5126198,0.20641164247748,0.179294553642534,0.752802797461986
"6",1,2014,23.771356757246,14.0678512150478,203375000.000005,215467433.2037,38769301.7600922,0.206844330486174,0.190629633731242,-0.0123350228696689
"7",1,2015,23.8378511956718,14.0874777966955,205070999.999992,209473737.908824,26353973.4158947,0.159191063405869,0.12851145903563,-0.320236057410181
"8",1,2016,23.919154305448,14.0815171940122,209900999.999994,195679000.000005,23535000.0000004,0.120273509,0.112124287163954,-0.106965783542684
"9",1,2017,23.9801989707833,14.0942423960471,189524000.000008,202272999.999992,28748999.9999997,0.142129696,0.151690551064765,0.221542383683842
"10",1,2018,24.0462724291699,14.1065314209466,205245000.000009,212904000.000006,28969000.0000007,0.13606602,0.141143511413187,0.00765244008490628
"11",1,2019,23.9547780179511,14.162937571309,209500000.000007,223127999.999991,30128000.0000008,0.135025636,0.14380906921241,0.0400082847181501
"12",2,2009,24.0737139975196,14.9446358213383,349351314.000003,345947789.451077,47200051.8908455,0.232333863823731,0.13510769818042,NA
"13",2,2010,24.1845541188837,14.9645212407161,378244619.000012,343915194.587208,54883867.7752641,0.195772882616902,0.145101516368862,0.162792530444418
"14",2,2011,24.2434041372004,14.9746562329144,581017042.000006,447241181.5631,90700107.1781758,0.209493303217969,0.156105760454054,0.652582276992036
"15",2,2012,24.3278927756554,14.9846895367945,772025660.999977,622707136.135926,47181705.1767698,0.122089203104746,0.0611141670027614,-0.479805408784316
"16",2,2013,24.3935636627319,14.9946231726596,832217995.000028,775024059.996854,68689488.9835824,0.132683268494736,0.0825378559419158,0.455850074223303
"17",2,2014,24.4462521018464,15.0044591011966,716978593.999972,587355113.850404,51926948.4112581,0.112324700953423,0.0724246844268549,-0.244033560598052
"18",2,2015,24.4643339006811,15.0141992257992,778002769.000003,587396866.496018,45671416.0351449,0.0965107541736114,0.0587034106496152,-0.120467937506548
"19",2,2016,24.641406774922,15.0781356520084,793418634.999974,743336305.700009,179513643.399999,0.241497209,0.226253374298431,2.9305469149864
"20",2,2017,24.7254487471977,15.0921588159004,724973208.999988,598336265.700001,99513643.4399967,0.166317252,0.137265270226004,-0.445648578262897
"21",2,2018,24.7558987181996,15.1057818396773,727101026.999965,598336265.700001,99513643.4399967,0.166317252,0.136863571559776,0
"22",2,2019,24.8352828289661,15.0904713222639,777153498.070004,730580818.499998,161758156.199997,0.221410352,0.208141836331831,0.625487225754439
"23",3,2009,23.0127204114539,13.3245770999694,125362351,118211853.669123,17708098.0611748,0.213042869411706,0.141255312459598,NA
"24",3,2010,22.9804676636183,13.3645657500479,140195310.999999,118550332.883038,10942069.5536084,0.140026037034301,0.0780487555222758,-0.382086686226402
"25",3,2011,23.122461535007,13.3878406376226,142090617.000003,134286697.155117,16266777.341066,0.167396844634688,0.114481713743742,0.486627119428404
"26",3,2012,23.1979484901799,13.4105861036765,154175408.000005,158392960.296883,21432100.5649005,0.18484766141211,0.139011148683971,0.317538201669144
"27",3,2013,23.2778876324852,13.4328256984582,163534708.000008,154902565.629814,23681632.9448939,0.175256626195392,0.144811051027117,0.104960891405923
"28",3,2014,23.3005543422702,13.4545814349671,195193277.000004,189921341.503019,22512744.9666835,0.120636408419981,0.115335657624535,-0.0493584197056978
"29",3,2015,23.5147395720368,13.4758739199017,202330086.000005,204685382.040283,36286573.0202549,0.171609689386854,0.179343436943204,0.611823572556574
"30",3,2016,23.6368694708326,13.5758105832207,233080098.999994,212000000.000003,6726143.99999989,0.031727094,0.0288576503479178,-0.814638213527483
"31",3,2017,23.6059299346099,13.6045836726226,233000000.000006,213999999.999994,13223452.3699886,0.0387321179918337,0.056753014463469,0.965978184527245
"32",3,2018,23.6737439748917,13.6325814530503,229704829.999992,234999999.999992,21000000.0000001,0.089361702,0.0914216736322033,0.588087544192376
"33",3,2019,23.6506128249493,13.5774043726668,244000999.999992,237999999.999989,23999999.9999996,0.100840336,0.098360252621917,0.142857142857119
"34",4,2009,23.3258352929413,13.6034290955088,151612999.999993,143549278.011368,29505375.5231439,0.244463181202668,0.194609799444278,NA
"35",4,2010,23.4198895355774,13.620032026526,156655000.000004,150809861.663027,20587986.9878149,0.150212749213913,0.1314224696806,-0.302229284570002
"36",4,2011,23.5264802678088,13.638700584452,165926999.999998,147531720.022016,22881664.2406273,0.204149360985104,0.137901994495335,0.11140852450363
"37",4,2012,23.6626725438646,13.657027004784,189612999.999992,174838677.614499,28187438.3613486,0.209320045793075,0.148657731069862,0.231878855704067
"38",4,2013,23.6902864987916,13.6750236028309,191708999.999992,200943913.732504,39406330.4990134,0.185479399388411,0.205552845714155,0.398010347511696
"39",4,2014,23.7895917993486,13.6927020407021,201903921.000002,214288773.812671,43066108.7369272,0.192425670843575,0.213300011825559,0.0928728504168987
"40",4,2015,23.866067729171,13.7100733727007,228637045.000003,193485881.265903,29723861.12016,0.133374137230365,0.130004571744529,-0.309808524802401
"41",4,2016,23.790190917547,13.7337765603158,224221297.000009,218361082.999998,40824738.0000018,0.186959771,0.182073418297996,0.373466853278786
"42",4,2017,23.8527454500567,13.7483516508789,224487171.999998,219870069,37007632.9999987,0.16831592,0.16485411023842,-0.0934998039669698
"43",4,2018,23.9685048774678,13.7625941827776,256028237.999994,229457925.999993,43947521.0000022,0.191527579,0.171651069988629,0.187525854463693
"44",4,2019,23.7454918687535,13.7994279229092,250304578.900656,233454287.999998,45229711.0000015,0.193741188,0.180698695959345,0.029175479545234
